,54.37,54.37.XL,SM.54.26,SM.54.28,SM.54.45,SM.54.45.XL,52.42,52.42.XL,52.81,52.97,LP.22.20,LP.22.48,LP.22.48.XL,LP.22.50,LP.22.54,LP.22.54.XL,SM.52.91,NL.2,NL.2.XL,total_count
ID=snap_masked-441_pilon-processed-gene-1.211;Name=snap_masked-441_pilon-processed-gene-1.211,1,1,,,,,,,,,,,,1,,,,,,3
ID=augustus-441_pilon-processed-gene-3.2;Name=augustus-441_pilon-processed-gene-3.2,1,1,,,1,1,1,1,,,,1,1,,,1,,,,9
ID=snap_masked-441_pilon-processed-gene-3.94;Name=snap_masked-441_pilon-processed-gene-3.94,1,1,,,1,1,1,1,,,,1,1,,,1,,,,9
ID=augustus_masked-311_pilon-processed-gene-3.82;Name=augustus_masked-311_pilon-processed-gene-3.82,1,1,,1,,,,,,1,,,,,,,,,,4
ID=snap_masked-627_pilon-processed-gene-0.48;Name=snap_masked-627_pilon-processed-gene-0.48,1,1,,,,,1,1,,,,,,,,,,,,4
ID=maker-327_pilon-exonerate_protein2genome-gene-5.18;Name=maker-327_pilon-exonerate_protein2genome-gene-5.18,1,1,,1,1,,,,1,1,1,,,1,1,1,,,1,11
ID=maker-312_pilon-exonerate_protein2genome-gene-1.53;Name=maker-312_pilon-exonerate_protein2genome-gene-1.53,1,1,,1,,,1,1,,,1,1,1,1,,1,1,,1,12
ID=evm-973_pilon-processed-gene-2.33;Name=evm-973_pilon-processed-gene-2.33,1,1,,1,,,1,1,,,1,1,1,1,,,,,,9
ID=snap-973_pilon-processed-gene-2.150;Name=snap-973_pilon-processed-gene-2.150,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,16
ID=snap-973_pilon-processed-gene-5.76;Name=snap-973_pilon-processed-gene-5.76,1,,,1,,,,,1,1,,1,1,,1,1,,,,8
ID=snap_masked-973_pilon-processed-gene-8.66;Name=snap_masked-973_pilon-processed-gene-8.66,1,,,,,,,,,,,,,,,,,,,1
ID=snap-973_pilon-processed-gene-8.86;Name=snap-973_pilon-processed-gene-8.86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
ID=snap-546_pilon-processed-gene-0.88;Name=snap-546_pilon-processed-gene-0.88,1,1,,,,,1,1,,1,1,1,1,1,1,1,,1,1,13
ID=snap-975_pilon-processed-gene-16.80;Name=snap-975_pilon-processed-gene-16.80,1,1,,1,,,,1,,1,1,,,,,,1,1,,8
ID=augustus-975_pilon-processed-gene-20.5;Name=augustus-975_pilon-processed-gene-20.5,1,,,,,,1,,,,,1,1,1,,,,,,5
ID=snap-975_pilon-processed-gene-20.57;Name=snap-975_pilon-processed-gene-20.57,1,1,,1,,,,,,,1,,,,,,,,,4
ID=snap-975_pilon-processed-gene-28.45;Name=snap-975_pilon-processed-gene-28.45,1,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,15
ID=maker-74980_pilon-exonerate_est2genome-gene-2.51;Name=maker-74980_pilon-exonerate_est2genome-gene-2.51,1,,,,,,,,,,,,,,,,,1,,2
ID=evm-74980_pilon-processed-gene-2.53;Name=evm-74980_pilon-processed-gene-2.53,1,,,,,,,,,,,,,,,,,1,,2
ID=maker-819_pilon-snap-gene-8.0;Name=maker-819_pilon-snap-gene-8.0,1,,,1,,,,,,,1,,1,,,,,,,4
ID=snap-261_pilon-processed-gene-21.76;Name=snap-261_pilon-processed-gene-21.76,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,13
ID=snap-261_pilon-processed-gene-42.52;Name=snap-261_pilon-processed-gene-42.52,1,1,,1,,,,,,,,,,,,,,,,3
ID=snap-261_pilon-processed-gene-42.53;Name=snap-261_pilon-processed-gene-42.53,1,1,,1,1,,,,,1,,,1,,,1,,1,,8
ID=augustus_masked-261_pilon-processed-gene-45.99;Name=augustus_masked-261_pilon-processed-gene-45.99,1,,,,,,,,,,1,1,1,1,,1,1,,,7
ID=maker-261_pilon-snap-gene-85.2;Name=maker-261_pilon-snap-gene-85.2,1,1,,,,,,,,,,,,1,,,,,,3
ID=augustus-720_pilon-processed-gene-5.64;Name=augustus-720_pilon-processed-gene-5.64,1,1,,,,,1,1,,,1,,,1,,,,,,6
ID=snap_masked-927_pilon-processed-gene-1.27;Name=snap_masked-927_pilon-processed-gene-1.27,1,1,,,,,,,,,1,1,1,,,,,,,5
ID=snap-927_pilon-processed-gene-2.74;Name=snap-927_pilon-processed-gene-2.74,1,1,,1,,,1,,,,1,,1,,,,,,1,7
ID=maker-927_pilon-augustus-gene-2.22;Name=maker-927_pilon-augustus-gene-2.22,1,,,,,,,,,,,,,,,,,,,1
ID=maker-460_pilon-augustus-gene-6.55;Name=maker-460_pilon-augustus-gene-6.55,1,1,,1,1,1,1,1,1,,,,,1,,1,,,1,11
ID=maker-460_pilon-augustus-gene-6.50;Name=maker-460_pilon-augustus-gene-6.50,1,1,1,1,,1,,1,,,1,,,1,,,1,,,9
ID=snap-370_pilon-processed-gene-7.11;Name=snap-370_pilon-processed-gene-7.11,1,1,,,,,,,,,,,,,,,,,,2
ID=snap-415_pilon-processed-gene-9.41;Name=snap-415_pilon-processed-gene-9.41,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,16
ID=snap-415_pilon-processed-gene-9.51;Name=snap-415_pilon-processed-gene-9.51,1,1,,,,,,,,,1,1,,,,,,,,4
ID=snap-415_pilon-processed-gene-29.28;Name=snap-415_pilon-processed-gene-29.28,1,1,,,,,,,,1,,,,,1,,1,,,5
ID=snap-665_pilon-processed-gene-2.64;Name=snap-665_pilon-processed-gene-2.64,1,1,1,1,1,1,,,,,1,1,1,,,,1,1,,11
ID=snap-665_pilon-processed-gene-2.66;Name=snap-665_pilon-processed-gene-2.66,1,1,1,1,1,1,,,,,1,,,,,,1,1,1,10
ID=maker-423_pilon-augustus-gene-5.13;Name=maker-423_pilon-augustus-gene-5.13,1,1,1,1,1,1,,,,,1,1,1,1,,,,,,10
ID=maker-358_pilon-exonerate_est2genome-gene-5.28;Name=maker-358_pilon-exonerate_est2genome-gene-5.28,1,1,,,,,,,,,,,,,,,,,,2
ID=snap-358_pilon-processed-gene-20.63;Name=snap-358_pilon-processed-gene-20.63,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,17
ID=snap-358_pilon-processed-gene-25.62;Name=snap-358_pilon-processed-gene-25.62,1,1,,1,,,1,1,1,1,,,,,1,1,1,,1,11
ID=maker-358_pilon-augustus-gene-34.102;Name=maker-358_pilon-augustus-gene-34.102,1,,,,,,,,,,1,,1,,,,,,,3
ID=maker-358_pilon-augustus-gene-34.116;Name=maker-358_pilon-augustus-gene-34.116,1,,,,,,,,,,1,1,1,,,,,,,4
ID=snap-358_pilon-processed-gene-57.46;Name=snap-358_pilon-processed-gene-57.46,1,1,1,,1,1,,,,,,,,1,,,,,,6
ID=augustus-579_pilon-processed-gene-0.146;Name=augustus-579_pilon-processed-gene-0.146,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,,15
ID=maker-579_pilon-augustus-gene-0.2;Name=maker-579_pilon-augustus-gene-0.2,1,1,,1,,,,1,1,,,,,1,,,,1,1,8
ID=snap-579_pilon-processed-gene-13.41;Name=snap-579_pilon-processed-gene-13.41,1,1,1,,,,1,1,,1,,,1,,,,1,1,,9
ID=augustus-579_pilon-processed-gene-13.20;Name=augustus-579_pilon-processed-gene-13.20,1,1,1,,,,1,1,,1,,,1,,,,1,1,,9
ID=maker-579_pilon-exonerate_est2genome-gene-16.111;Name=maker-579_pilon-exonerate_est2genome-gene-16.111,1,,,,,,,,,,,,,,,,,,,1
ID=maker-579_pilon-augustus-gene-27.15;Name=maker-579_pilon-augustus-gene-27.15,1,1,,,,,,,,,,,,,,,,,,2
ID=snap-579_pilon-processed-gene-43.42;Name=snap-579_pilon-processed-gene-43.42,1,1,,,,,,,,,,,,,,,,,,2
ID=maker-424_pilon-augustus-gene-7.7;Name=maker-424_pilon-augustus-gene-7.7,1,1,,1,,,,,,,,,,,,,,,,3
ID=maker-424_pilon-augustus-gene-7.64;Name=maker-424_pilon-augustus-gene-7.64,1,1,,,,,,,,,1,,,,,,,,,3
ID=augustus_masked-556_pilon-processed-gene-0.14;Name=augustus_masked-556_pilon-processed-gene-0.14,1,1,,,,,,,,,,,,,,,,,,2
ID=augustus-462_pilon-processed-gene-10.38;Name=augustus-462_pilon-processed-gene-10.38,1,1,,,,,1,1,,,1,,,,,,,,,5
ID=maker-71955_pilon-exonerate_protein2genome-gene-1.74;Name=maker-71955_pilon-exonerate_protein2genome-gene-1.74,1,,,,,,,,,,,,1,1,,,,,1,4
ID=maker-522_pilon-augustus-gene-4.25;Name=maker-522_pilon-augustus-gene-4.25,1,1,,,,,,,,,,,,,,,,,,2
ID=maker-522_pilon-exonerate_est2genome-gene-5.31;Name=maker-522_pilon-exonerate_est2genome-gene-5.31,1,1,,,,,,,,,,,,,,,,,,2
ID=snap_masked-522_pilon-processed-gene-5.7;Name=snap_masked-522_pilon-processed-gene-5.7,1,1,,1,,,1,1,1,1,,,,1,1,1,,,1,11
ID=maker-262_pilon-augustus-gene-25.24;Name=maker-262_pilon-augustus-gene-25.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
ID=augustus-262_pilon-processed-gene-27.73;Name=augustus-262_pilon-processed-gene-27.73,1,,,,,,,,,,,,,,,,,,,1
ID=augustus-262_pilon-processed-gene-29.25;Name=augustus-262_pilon-processed-gene-29.25,1,1,,,,,,,,,,1,1,1,,,,,,5
ID=augustus_masked-262_pilon-processed-gene-35.102;Name=augustus_masked-262_pilon-processed-gene-35.102,1,1,,,,,,,,1,,1,1,1,,,,,,6
ID=snap_masked-262_pilon-processed-gene-73.81;Name=snap_masked-262_pilon-processed-gene-73.81,1,1,1,1,,1,,,,,1,1,1,,,1,1,,,10
ID=maker-929_pilon-snap-gene-1.161;Name=maker-929_pilon-snap-gene-1.161,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,16
ID=augustus-605_pilon-processed-gene-4.62;Name=augustus-605_pilon-processed-gene-4.62,1,,,,,,,,,,,,,,,,,,,1
ID=maker-605_pilon-exonerate_est2genome-gene-4.51;Name=maker-605_pilon-exonerate_est2genome-gene-4.51,1,,,,,,,,,,,,,,,,,,,1
ID=maker-353_pilon-augustus-gene-14.53;Name=maker-353_pilon-augustus-gene-14.53,1,,,,,,,1,,1,1,1,1,1,1,,,1,1,10
ID=evm-353_pilon-processed-gene-81.31;Name=evm-353_pilon-processed-gene-81.31,1,,1,,1,,1,,,,1,,,,,1,,1,,7
ID=augustus_masked-353_pilon-processed-gene-81.78;Name=augustus_masked-353_pilon-processed-gene-81.78,1,1,,,,,,1,1,,1,1,1,1,1,,1,,1,11
ID=maker-353_pilon-exonerate_est2genome-gene-94.53;Name=maker-353_pilon-exonerate_est2genome-gene-94.53,1,,,,,,,,,1,,,,,,,,,,2
ID=snap-353_pilon-processed-gene-100.92;Name=snap-353_pilon-processed-gene-100.92,1,1,,,,,,,1,,,1,1,1,1,,1,1,1,10
ID=maker-381_pilon-augustus-gene-9.0;Name=maker-381_pilon-augustus-gene-9.0,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,,,12
ID=snap-265_pilon-processed-gene-22.58;Name=snap-265_pilon-processed-gene-22.58,1,,,,,,1,1,,,,,,,,,,1,1,5
ID=snap_masked-880_pilon-processed-gene-11.44;Name=snap_masked-880_pilon-processed-gene-11.44,1,1,1,1,1,,1,,1,,1,,,1,1,,1,1,,12
ID=maker-825_pilon-snap-gene-3.2;Name=maker-825_pilon-snap-gene-3.2,1,,,,,,,,,,,,,,,,,,,1
ID=maker-781_pilon-augustus-gene-31.107;Name=maker-781_pilon-augustus-gene-31.107,1,1,1,,1,1,,,1,,,,,,1,1,1,,,9
ID=snap-778_pilon-processed-gene-31.68;Name=snap-778_pilon-processed-gene-31.68,1,,,,,,,1,1,,,1,,1,,1,1,,,7
ID=snap_masked-416_pilon-processed-gene-17.54;Name=snap_masked-416_pilon-processed-gene-17.54,1,1,1,1,1,1,,,1,,1,,,,,1,1,1,,11
ID=snap-71527_pilon-processed-gene-0.26;Name=snap-71527_pilon-processed-gene-0.26,1,1,1,1,1,1,,,1,,1,,,1,1,1,1,1,1,14
ID=maker-356_pilon-snap-gene-7.54;Name=maker-356_pilon-snap-gene-7.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
ID=maker-485_pilon-augustus-gene-9.80;Name=maker-485_pilon-augustus-gene-9.80,1,,,,,,,,,,1,1,1,,,,1,,,5
ID=snap-788_pilon-processed-gene-0.83;Name=snap-788_pilon-processed-gene-0.83,1,1,,,,,,,1,1,,,,,1,1,1,,,7
ID=snap-788_pilon-processed-gene-1.51;Name=snap-788_pilon-processed-gene-1.51,1,,,,,,,,,,,,,,,,,,,1
ID=maker-916_pilon-snap-gene-3.14;Name=maker-916_pilon-snap-gene-3.14,1,1,,,,,,,,1,,,,1,1,1,1,,,7
ID=snap_masked-916_pilon-processed-gene-3.133;Name=snap_masked-916_pilon-processed-gene-3.133,1,,,,,,,,,,,,,,,,,,,1
ID=snap-452_pilon-processed-gene-0.22;Name=snap-452_pilon-processed-gene-0.22,1,,,,,,,,,,,,,,,,,,,1
ID=snap-452_pilon-processed-gene-41.5;Name=snap-452_pilon-processed-gene-41.5,1,1,,1,,,,,1,1,,1,1,1,1,1,,1,1,12
ID=augustus-73784_pilon-processed-gene-1.122;Name=augustus-73784_pilon-processed-gene-1.122,1,,,,,,,,,1,,1,1,1,,,1,,,6
ID=augustus-384_pilon-processed-gene-2.100;Name=augustus-384_pilon-processed-gene-2.100,1,1,,,,,,,,,,,,,,,,,,2
ID=augustus-384_pilon-processed-gene-19.141;Name=augustus-384_pilon-processed-gene-19.141,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,17
ID=maker-384_pilon-exonerate_protein2genome-gene-29.15;Name=maker-384_pilon-exonerate_protein2genome-gene-29.15,1,,,,,,,,,,,,,,,,,,,1
ID=augustus_masked-384_pilon-processed-gene-38.52;Name=augustus_masked-384_pilon-processed-gene-38.52,1,1,,1,,,1,1,,1,,1,,1,,,1,1,,10
ID=augustus_masked-72163_pilon-processed-gene-0.105;Name=augustus_masked-72163_pilon-processed-gene-0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
ID=snap-530_pilon-processed-gene-2.73;Name=snap-530_pilon-processed-gene-2.73,1,1,,,1,1,1,1,,1,1,,,,1,,,1,1,11
ID=maker-346_pilon-exonerate_protein2genome-gene-24.16;Name=maker-346_pilon-exonerate_protein2genome-gene-24.16,1,1,,,,,,,,1,,,1,,,,1,,1,6
ID=maker-444_pilon-augustus-gene-2.103;Name=maker-444_pilon-augustus-gene-2.103,,1,,,,,,,,,,,,,,,,,,1
ID=augustus-984_pilon-processed-gene-3.55;Name=augustus-984_pilon-processed-gene-3.55,,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,15
ID=snap-547_pilon-processed-gene-35.71;Name=snap-547_pilon-processed-gene-35.71,,1,,,,1,,,1,,,,,,1,,,,,4
ID=augustus-380_pilon-processed-gene-12.18;Name=augustus-380_pilon-processed-gene-12.18,,1,,,,,,,,,,,,,,,,1,1,3
ID=maker-645_pilon-augustus-gene-7.4;Name=maker-645_pilon-augustus-gene-7.4,,1,,,,,,,,,,1,1,,,,,1,1,5
ID=maker-1057_pilon-augustus-gene-3.47;Name=maker-1057_pilon-augustus-gene-3.47,,1,,,,,,,1,,1,,,,,1,,,,4
ID=snap-377_pilon-processed-gene-15.24;Name=snap-377_pilon-processed-gene-15.24,,1,,,,,,,,,,,1,,,,,,,2
ID=snap_masked-428_pilon-processed-gene-10.76;Name=snap_masked-428_pilon-processed-gene-10.76,,1,1,,1,1,,,,,,,,1,1,,,,1,7
ID=augustus-783_pilon-processed-gene-6.68;Name=augustus-783_pilon-processed-gene-6.68,,1,,,,,,,,,1,,,,,1,,,,3
ID=snap_masked-268_pilon-processed-gene-9.22;Name=snap_masked-268_pilon-processed-gene-9.22,,1,,1,,,,,,,,,,,,,,,,2
ID=maker-445_pilon-exonerate_protein2genome-gene-65.78;Name=maker-445_pilon-exonerate_protein2genome-gene-65.78,,1,,,,,,,,,,,,,,,,,,1
ID=augustus-445_pilon-processed-gene-81.97;Name=augustus-445_pilon-processed-gene-81.97,,1,,,,,1,1,,1,,1,1,1,,1,,,,8
ID=maker-920_pilon-augustus-gene-23.100;Name=maker-920_pilon-augustus-gene-23.100,,1,,1,,,1,,,,1,1,,1,,,1,1,,8
ID=maker-991_pilon-exonerate_est2genome-gene-0.56;Name=maker-991_pilon-exonerate_est2genome-gene-0.56,,1,,,,,1,1,1,1,,1,,,1,1,,1,,9
ID=maker-432_pilon-augustus-gene-2.0;Name=maker-432_pilon-augustus-gene-2.0,,1,1,,1,1,,,,1,,1,1,1,,,,,,8
ID=snap_masked-518_pilon-processed-gene-30.47;Name=snap_masked-518_pilon-processed-gene-30.47,,1,,1,1,,,,1,1,1,1,1,,1,1,,1,1,12
ID=snap-628_pilon-processed-gene-3.39;Name=snap-628_pilon-processed-gene-3.39,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,17
ID=snap-351_pilon-processed-gene-28.186;Name=snap-351_pilon-processed-gene-28.186,,1,,,,,,,,,,,,,,,,,,1
ID=maker-438_pilon-augustus-gene-27.18;Name=maker-438_pilon-augustus-gene-27.18,,1,,,,,,,,,,,,,1,,,1,,3
ID=maker-438_pilon-snap-gene-25.135;Name=maker-438_pilon-snap-gene-25.135,,1,,1,,,,,1,,1,,1,,,,1,,,6
ID=maker-913_pilon-snap-gene-3.38;Name=maker-913_pilon-snap-gene-3.38,,1,,1,,,,,,,,,,,,,,,,2
ID=evm-216_pilon-processed-gene-0.57;Name=evm-216_pilon-processed-gene-0.57,,1,,,,,,,,,,,,,,,,1,,2
ID=snap-715_pilon-processed-gene-5.99;Name=snap-715_pilon-processed-gene-5.99,,1,1,1,,1,,,,,,,1,,,,,,,5
ID=augustus_masked-838_pilon-processed-gene-5.21;Name=augustus_masked-838_pilon-processed-gene-5.21,,1,,1,1,,,,,,1,,1,1,,,,1,,7
ID=maker-459_pilon-augustus-gene-15.148;Name=maker-459_pilon-augustus-gene-15.148,,1,,1,,,,,,,,,,,,,,,1,3
ID=maker-459_pilon-snap-gene-20.122;Name=maker-459_pilon-snap-gene-20.122,,1,,1,,,,,,1,,,,,,,,,,3
ID=maker-345_pilon-snap-gene-112.75;Name=maker-345_pilon-snap-gene-112.75,,1,,,,,,,,,,,,,,,,,,1
ID=maker-371_pilon-snap-gene-18.0;Name=maker-371_pilon-snap-gene-18.0,,1,,,,,,,,,1,,1,,,,,,,3
ID=maker-316_pilon-augustus-gene-10.6;Name=maker-316_pilon-augustus-gene-10.6,,1,,,,,,,,,,,,,,,,1,,2
ID=maker-316_pilon-snap-gene-78.95;Name=maker-316_pilon-snap-gene-78.95,,1,1,,,1,,,,,,,1,,1,,1,1,,7
ID=snap-770_pilon-processed-gene-16.57;Name=snap-770_pilon-processed-gene-16.57,,1,1,,1,1,1,1,1,,,,1,,1,1,1,,,11
ID=augustus_masked-300_pilon-processed-gene-16.20;Name=augustus_masked-300_pilon-processed-gene-16.20,,1,,,,,,,,,,,1,1,,,,,,3
ID=snap_masked-772_pilon-processed-gene-6.49;Name=snap_masked-772_pilon-processed-gene-6.49,,1,,,,,,,,,,,,,,,,,,1
ID=augustus-878_pilon-processed-gene-2.65;Name=augustus-878_pilon-processed-gene-2.65,,1,,,,,,,,1,1,,1,,,,,1,,5
ID=maker-878_pilon-augustus-gene-5.78;Name=maker-878_pilon-augustus-gene-5.78,,1,,,,,,,,,,1,1,,,1,1,,,5
ID=snap-266_pilon-processed-gene-47.59;Name=snap-266_pilon-processed-gene-47.59,,1,,,,,1,1,,,1,,1,,,,1,,,6
ID=snap-827_pilon-processed-gene-3.167;Name=snap-827_pilon-processed-gene-3.167,,1,,,,,,,1,1,,1,,,1,1,,,,6
ID=maker-437_pilon-snap-gene-10.82;Name=maker-437_pilon-snap-gene-10.82,,1,,,,,,,,,,,1,,,,,,,2
ID=maker-499_pilon-exonerate_est2genome-gene-12.93;Name=maker-499_pilon-exonerate_est2genome-gene-12.93,,1,,,,,1,1,,,,,,1,,,,1,1,6
ID=maker-72890_pilon-augustus-gene-0.12;Name=maker-72890_pilon-augustus-gene-0.12,,1,,,,,,1,1,1,1,1,1,,1,1,1,,,10
ID=snap-73014_pilon-processed-gene-3.63;Name=snap-73014_pilon-processed-gene-3.63,,1,,,,,,,,,,,,,,,,,1,2
ID=maker-73014_pilon-augustus-gene-4.47;Name=maker-73014_pilon-augustus-gene-4.47,,1,,,,,,1,1,1,1,,,,1,,,1,,7
ID=maker-684_pilon-augustus-gene-8.0;Name=maker-684_pilon-augustus-gene-8.0,,1,,,,,,,,,,,,,,1,,,,2
ID=snap_masked-684_pilon-processed-gene-9.154;Name=snap_masked-684_pilon-processed-gene-9.154,,1,,,,,,,,,,,,,,1,,,,2
ID=augustus-70036_pilon-processed-gene-0.129;Name=augustus-70036_pilon-processed-gene-0.129,,1,1,1,1,,,,1,1,,1,1,1,,,,1,,10
ID=snap-686_pilon-processed-gene-1.36;Name=snap-686_pilon-processed-gene-1.36,,1,,,,,,1,1,1,1,1,1,1,1,1,,,,10
ID=maker-338_pilon-snap-gene-11.64;Name=maker-338_pilon-snap-gene-11.64,,1,,,,,,,,,,,,,,,,,,1
ID=snap-373_pilon-processed-gene-1.69;Name=snap-373_pilon-processed-gene-1.69,,1,,1,,,1,1,,,,,,,,,,,1,5
ID=snap_masked-373_pilon-processed-gene-1.93;Name=snap_masked-373_pilon-processed-gene-1.93,,1,,1,,,,1,,,,,,,,,,,,3
ID=snap_masked-383_pilon-processed-gene-17.34;Name=snap_masked-383_pilon-processed-gene-17.34,,1,,,,,,,,,,,,,,,,,,1
ID=maker-383_pilon-augustus-gene-17.52;Name=maker-383_pilon-augustus-gene-17.52,,1,,1,,,,,,,,,,,1,,,,,3
ID=maker-427_pilon-snap-gene-5.127;Name=maker-427_pilon-snap-gene-5.127,,1,,,,,,,,,,,,1,1,,,,,3
ID=maker-976_pilon-exonerate_est2genome-gene-17.65;Name=maker-976_pilon-exonerate_est2genome-gene-17.65,,1,,,,,,,,,,,,,,,,1,1,3
ID=maker-976_pilon-exonerate_est2genome-gene-18.90;Name=maker-976_pilon-exonerate_est2genome-gene-18.90,,1,,,,,1,,,,,,,,,,,,,2
ID=maker-976_pilon-snap-gene-21.12;Name=maker-976_pilon-snap-gene-21.12,,1,1,,1,1,,,,1,,,,1,,,,1,1,8
ID=augustus-72433_pilon-processed-gene-0.63;Name=augustus-72433_pilon-processed-gene-0.63,,1,,,,,1,1,1,1,1,,,,1,1,1,,,9
ID=snap_masked-975_pilon-processed-gene-20.72;Name=snap_masked-975_pilon-processed-gene-20.72,,1,,1,,,,,,,,,,,,,,,,2
ID=augustus-975_pilon-processed-gene-41.27;Name=augustus-975_pilon-processed-gene-41.27,,1,1,,,,,,1,,,,,,1,,,1,,5
ID=snap-261_pilon-processed-gene-5.154;Name=snap-261_pilon-processed-gene-5.154,,1,1,,,1,,,,,,,,,,1,,,,4
ID=maker-261_pilon-snap-gene-89.119;Name=maker-261_pilon-snap-gene-89.119,,1,,,,,,,,,,1,1,,,,1,,,4
ID=maker-358_pilon-augustus-gene-16.0;Name=maker-358_pilon-augustus-gene-16.0,,1,,1,,1,1,1,,,,,,,1,,,1,,7
ID=maker-579_pilon-exonerate_est2genome-gene-38.25;Name=maker-579_pilon-exonerate_est2genome-gene-38.25,,1,,,,,1,1,,,,,,,,,1,1,1,6
ID=augustus-424_pilon-processed-gene-9.11;Name=augustus-424_pilon-processed-gene-9.11,,1,,,,,,,,,,,,,,,,,,1
ID=augustus_masked-424_pilon-processed-gene-18.126;Name=augustus_masked-424_pilon-processed-gene-18.126,,1,1,,1,,,1,,1,1,,,,,,,1,1,8
ID=maker-262_pilon-exonerate_est2genome-gene-37.17;Name=maker-262_pilon-exonerate_est2genome-gene-37.17,,1,,,1,,,,,,,,,,,,,,,2
ID=maker-262_pilon-exonerate_est2genome-gene-56.49;Name=maker-262_pilon-exonerate_est2genome-gene-56.49,,1,,,,,,,,,,,,,,,,,1,2
ID=maker-456_pilon-augustus-gene-3.45;Name=maker-456_pilon-augustus-gene-3.45,,1,,,,,,,1,1,,,,,,,,,,3
ID=snap-265_pilon-processed-gene-11.17;Name=snap-265_pilon-processed-gene-11.17,,1,,,,,,1,,,,1,,,,,1,,,4
ID=augustus-71527_pilon-processed-gene-0.72;Name=augustus-71527_pilon-processed-gene-0.72,,1,,,1,,1,1,1,,,1,1,1,1,1,1,1,1,13
ID=evm-417_pilon-processed-gene-32.0;Name=evm-417_pilon-processed-gene-32.0,,1,,,,,,,,,,,,,,,,,,1
ID=maker-452_pilon-augustus-gene-48.78;Name=maker-452_pilon-augustus-gene-48.78,,1,,1,,,,,,,,,,1,,,,,,3
ID=maker-452_pilon-exonerate_est2genome-gene-48.15;Name=maker-452_pilon-exonerate_est2genome-gene-48.15,,1,,,,,,,,,,,,,,,,,,1
ID=augustus-477_pilon-processed-gene-14.65;Name=augustus-477_pilon-processed-gene-14.65,,1,,,,,,,,,,,,,,,,,,1
ID=snap-477_pilon-processed-gene-14.39;Name=snap-477_pilon-processed-gene-14.39,,1,,,,,,,,,,,,,,,,,,1
ID=augustus_masked-305_pilon-processed-gene-20.16;Name=augustus_masked-305_pilon-processed-gene-20.16,,1,,1,,,1,1,1,1,1,1,1,1,1,1,,1,1,14
ID=maker-384_pilon-exonerate_est2genome-gene-22.86;Name=maker-384_pilon-exonerate_est2genome-gene-22.86,,1,,,,,1,,,,,1,,1,1,,,,1,6
ID=maker-346_pilon-augustus-gene-1.85;Name=maker-346_pilon-augustus-gene-1.85,,1,,1,,,,,,,,1,1,,1,,,1,1,7
ID=maker-898_pilon-snap-gene-11.46;Name=maker-898_pilon-snap-gene-11.46,,,1,1,1,1,,,,,,,,,,,,,,4
ID=maker-444_pilon-augustus-gene-2.112;Name=maker-444_pilon-augustus-gene-2.112,,,1,,1,1,,,,,,1,1,1,,,,,,6
ID=maker-461_pilon-augustus-gene-2.98;Name=maker-461_pilon-augustus-gene-2.98,,,1,,1,1,,,,1,,,,,,,,,,4
ID=snap-380_pilon-processed-gene-4.50;Name=snap-380_pilon-processed-gene-4.50,,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,14
ID=snap-72824_pilon-processed-gene-4.115;Name=snap-72824_pilon-processed-gene-4.115,,,1,,1,1,,,,,,,,,,,1,,,4
ID=augustus-377_pilon-processed-gene-69.73;Name=augustus-377_pilon-processed-gene-69.73,,,1,1,,,1,1,,1,,,,,1,,,1,1,8
ID=maker-428_pilon-snap-gene-7.2;Name=maker-428_pilon-snap-gene-7.2,,,1,,1,1,1,1,,,,,,,,,,1,1,7
ID=augustus-445_pilon-processed-gene-17.47;Name=augustus-445_pilon-processed-gene-17.47,,,1,,,1,,,,,,,,,1,1,,,,4
ID=snap-432_pilon-processed-gene-1.46;Name=snap-432_pilon-processed-gene-1.46,,,1,1,1,1,1,1,,,1,1,1,,,,,,,9
ID=maker-453_pilon-snap-gene-8.17;Name=maker-453_pilon-snap-gene-8.17,,,1,,,,1,,,,,1,,,,,,1,,4
ID=snap-375_pilon-processed-gene-7.2;Name=snap-375_pilon-processed-gene-7.2,,,1,,,,,,,,,,,,,,,,,1
ID=maker-375_pilon-exonerate_protein2genome-gene-15.62;Name=maker-375_pilon-exonerate_protein2genome-gene-15.62,,,1,,,,,,,,,,,,,,,,,1
