tanoak	dnds	GO_annotations	signature_descriptions	interpro_descriptions
augustus_masked-733_pilon-processed-gene-2.30	NA	GO:0005096	C2 domain, Putative GTPase activating protein for Arf	C2 domain, Arf GTPase activating protein
augustus-385_pilon-processed-gene-1.52	0.097793428440509	GO:0005886|GO:0003677|GO:0005524|GO:0032508	MCM N-terminal domain, MCM AAA-lid domain, MCM6 C-terminal winged-helix domain, DREPP plasma membrane polypeptide, MCM OB domain, MCM P-loop domain	MCM N-terminal domain, MCM, AAA-lid domain, Mcm6, C-terminal winged-helix domain, DREPP family, MCM OB domain, MCM domain
maker-385_pilon-snap-gene-4.126	0.768919035255013	GO:0005783	Ribosome associated membrane protein RAMP4	Stress-associated endoplasmic reticulum protein
evm-385_pilon-processed-gene-5.18	0.275463114580654	GO:0016740	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p, PMR5 N terminal Domain	PC-Esterase, Trichome birefringence-like, N-terminal domain
snap-385_pilon-processed-gene-8.19	0.169380421724551	GO:0005524	ABC transporter	ABC transporter-like, ATP-binding domain
maker-385_pilon-augustus-gene-11.108	0.428684431096243	GO:0003824	Orn/Lys/Arg decarboxylase, C-terminal domain, Orn/Lys/Arg decarboxylase, major domain	Orn/Lys/Arg decarboxylase, C-terminal, Orn/Lys/Arg decarboxylase, major domain
maker-385_pilon-augustus-gene-14.29	0.412604781839625	GO:0005524	Biotin carboxylase, N-terminal domain, Carbamoyl-phosphate synthase L chain, ATP binding domain, Biotin carboxylase C-terminal domain	Biotin carboxylase-like, N-terminal domain, Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain, Biotin carboxylase, C-terminal
maker-783_pilon-snap-gene-0.53	0.356083215282872	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
evm-783_pilon-processed-gene-3.75	NA	GO:0031072|GO:0051082	DnaJ domain, DnaJ C terminal domain, DnaJ central domain	DnaJ domain, Chaperone DnaJ, C-terminal, Heat shock protein DnaJ, cysteine-rich domain
maker-783_pilon-snap-gene-3.93	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-783_pilon-augustus-gene-8.260	0.457856816490041	GO:0004553|GO:0005975	Glycosyl hydrolase family 1	Glycoside hydrolase family 1
maker-783_pilon-augustus-gene-10.9	NA	GO:0009058|GO:0030170	Aminotransferase class I and II	Aminotransferase, class I/classII
maker-783_pilon-augustus-gene-10.225	0.498255958471756	GO:0071949	FAD binding domain	FAD-binding domain
augustus-268_pilon-processed-gene-3.55	NA	GO:0005524|GO:0016887|GO:0005515	ATPase family associated with various cellular activities (AAA), Ankyrin repeats (3 copies)	ATPase, AAA-type, core, Ankyrin repeat
augustus-268_pilon-processed-gene-6.48	1.05105604055967	GO:0003700|GO:0006355|GO:0043565	HSF-type DNA-binding	Heat shock factor (HSF)-type, DNA-binding
augustus-268_pilon-processed-gene-16.68	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
snap-268_pilon-processed-gene-17.62	0.464698090076592	GO:0005515	F-box domain	F-box domain
maker-268_pilon-snap-gene-20.12	0.2368019307048	GO:0005750|GO:0006122	Ubiquinol-cytochrome C reductase complex 14kD subunit	Cytochrome b-c1 complex subunit 7
maker-268_pilon-augustus-gene-21.45	NA	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
maker-268_pilon-augustus-gene-22.40	0	GO:0008233	PPPDE putative peptidase domain	PPPDE peptidase domain
augustus_masked-268_pilon-abinit-gene-25.27	0.800007383799162	GO:0016491	Oxidoreductase FAD-binding domain, Oxidoreductase NAD-binding domain	Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain, Oxidoreductase FAD/NAD(P)-binding
maker-268_pilon-snap-gene-25.6	NA	GO:0007017|GO:0030286	Dynein light chain type 1	Dynein light chain, type 1/2
snap-268_pilon-processed-gene-40.42	2.858969924512	GO:0003677	Methyl-CpG binding domain	Methyl-CpG DNA binding
maker-268_pilon-snap-gene-40.9	0.537578631297705	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
snap-268_pilon-processed-gene-43.51	0.329034716674384	GO:0005543	ANTH domain	AP180 N-terminal homology (ANTH) domain
maker-268_pilon-augustus-gene-43.5	0.22029073669651	GO:0003830|GO:0006487|GO:0016020	Glycosyltransferase family 17	Glycosyl transferase, family 17
snap-268_pilon-processed-gene-45.5	0.16264157847302	GO:0005509	EF-hand domain pair	EF-hand domain
maker-268_pilon-snap-gene-48.31	NA	GO:0016020	Haemolysin-III related	AdipoR/Haemolysin-III-related
maker-268_pilon-augustus-gene-53.55	0.59286971231227	GO:0005515	BspA type Leucine rich repeat region (6 copies), Leucine Rich repeat	BspA type Leucine rich repeat region, Leucine-rich repeat
maker-268_pilon-augustus-gene-54.15	0.383735402717983	GO:0005515|GO:0016409	Ankyrin repeats (3 copies), DHHC palmitoyltransferase, Ankyrin repeats (many copies), Ankyrin repeat	Ankyrin repeat, Palmitoyltransferase, DHHC domain
snap-268_pilon-processed-gene-61.72	NA	GO:0003676	G-patch domain, R3H domain	G-patch domain, R3H domain
evm-268_pilon-processed-gene-61.24	0.143844667365298	GO:0003677|GO:0005634|GO:0006355	KNOX1 domain, Homeobox KN domain, KNOX2 domain, ELK domain	KNOX1, Homeobox KN domain, KNOX2, ELK domain
snap-268_pilon-processed-gene-66.12	0.580348534922373	GO:0016740	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p, PMR5 N terminal Domain	PC-Esterase, Trichome birefringence-like, N-terminal domain
augustus_masked-268_pilon-processed-gene-70.10	0.291595041625548	GO:0005524	ABC transporter, Fip1 motif	ABC transporter-like, ATP-binding domain, Pre-mRNA polyadenylation factor Fip1 domain
maker-268_pilon-snap-gene-72.5	0.299965194144026	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
snap-268_pilon-processed-gene-74.13	0.484446898990368	GO:0005515	SET domain	SET domain
maker-268_pilon-augustus-gene-74.104	0.573263917561331	GO:0016020	EamA-like transporter family	EamA domain
snap-268_pilon-processed-gene-75.27	0.235692196729501	GO:0051260	BTB/POZ domain	Potassium channel tetramerisation-type BTB domain
snap-268_pilon-processed-gene-76.136	1.0432090838871	GO:0004672|GO:0006468|GO:0005515	Protein tyrosine and serine/threonine kinase, Leucine rich repeat, Leucine Rich Repeat	Serine-threonine/tyrosine-protein kinase, catalytic domain, Leucine-rich repeat
maker-268_pilon-snap-gene-78.111	NA	GO:0016746	Acyltransferase	Phospholipid/glycerol acyltransferase
maker-268_pilon-augustus-gene-78.75	8.92665013091298	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-268_pilon-augustus-gene-86.5	0.821817113104655	GO:0016020	Haemolysin-III related	AdipoR/Haemolysin-III-related
maker-268_pilon-augustus-gene-90.63	NA	GO:0005515	Tetratricopeptide repeat	Tetratricopeptide repeat 2, Tetratricopeptide repeat 1
maker-268_pilon-snap-gene-95.58	NA	GO:0005515	Ankyrin repeats (3 copies)	Ankyrin repeat
maker-268_pilon-snap-gene-102.30	0.741024539387355	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
snap-268_pilon-processed-gene-106.1	0.8787268438141	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-268_pilon-snap-gene-119.11	0.364498455785195	GO:0005509|GO:0004609|GO:0008654	EF hand, Phosphatidylserine decarboxylase, C2 domain	EF-hand domain, Phosphatidylserine decarboxylase-related, C2 domain
maker-268_pilon-augustus-gene-120.0	0.15626128961326	GO:0003676|GO:0008270|GO:0003723	Zinc knuckle, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	Zinc finger, CCHC-type, RNA recognition motif domain
maker-268_pilon-augustus-gene-122.63	NA	GO:0006886|GO:0031267|GO:0005515	Importin-beta N-terminal domain, HEAT repeat	Importin-beta, N-terminal domain, HEAT repeat
maker-268_pilon-augustus-gene-124.39	0.460036669599266	GO:0006952|GO:0016020	Mlo family	Mlo-related protein
maker-445_pilon-snap-gene-1.46	NA	GO:0007017|GO:0030286	Dynein light chain type 1	Dynein light chain, type 1/2
maker-445_pilon-snap-gene-2.83	0.253518667798922	GO:0015297|GO:0016020|GO:0042910|GO:0055085	MatE	Multi antimicrobial extrusion protein
maker-445_pilon-augustus-gene-4.34	0.947040573572706	GO:0004650|GO:0005975	Glycosyl hydrolases family 28	Glycoside hydrolase, family 28
snap-445_pilon-processed-gene-5.72	0.869146138460162	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-445_pilon-snap-gene-5.46	NA	GO:0003735|GO:0005840|GO:0006412	Ribosomal protein L19e	Ribosomal protein L19/L19e
maker-445_pilon-snap-gene-6.27	NA	GO:0004650|GO:0005975	Glycosyl hydrolases family 28, Pectate lyase superfamily protein	Glycoside hydrolase, family 28, Pectate lyase superfamily protein
maker-445_pilon-augustus-gene-6.16	NA	GO:0003723	CPL (NUC119) domain, Pumilio-family RNA binding repeat	CPL domain, Pumilio RNA-binding repeat
maker-445_pilon-augustus-gene-7.0	0.559409251399485	GO:0005515	WD domain, G-beta repeat, Dip2/Utp12 Family	WD40 repeat, Small-subunit processome, Utp12
snap-445_pilon-processed-gene-7.74	1.26718169546403	GO:0006952	Pathogenesis-related protein Bet v 1 family	Bet v I/Major latex protein
maker-445_pilon-snap-gene-7.3	0.432253076293568	GO:0046872	Heavy-metal-associated domain	Heavy metal-associated domain, HMA
maker-445_pilon-snap-gene-7.8	NA	GO:0006952	Pathogenesis-related protein Bet v 1 family	Bet v I/Major latex protein
snap-445_pilon-processed-gene-7.86	0.517935358831471	GO:0006952	Pathogenesis-related protein Bet v 1 family	Bet v I/Major latex protein
maker-445_pilon-snap-gene-13.0	NA	GO:0003677|GO:0005515	CG-1 domain, Ankyrin repeat, IQ calmodulin-binding motif	CG-1 DNA-binding domain, Ankyrin repeat, IQ motif, EF-hand binding site
maker-445_pilon-augustus-gene-13.42	0.175953241279713	GO:0016491	Pyridine nucleotide-disulphide oxidoreductase, Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	FAD/NAD(P)-binding domain, Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
snap-445_pilon-processed-gene-15.64	0.26312275516639	GO:0004553|GO:0005975	Glycosyl hydrolases family 17	Glycoside hydrolase family 17
augustus_masked-445_pilon-processed-gene-15.73	NA	GO:0031011|GO:0004857	PAPA-1-like conserved region, Plant invertase/pectin methylesterase inhibitor	INO80 complex subunit B-like conserved region, Pectinesterase inhibitor domain
maker-445_pilon-augustus-gene-16.82	NA	GO:0000413|GO:0003755	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
augustus_masked-445_pilon-processed-gene-26.52	0.301243573505298	GO:0005515	F-box-like	F-box domain
snap_masked-445_pilon-processed-gene-28.71	0.368130885938734	GO:0003676|GO:0008270	NFACT protein C-terminal domain, Zinc knuckle, NFACT protein RNA binding domain, NFACT N-terminal and middle domains	NFACT protein, C-terminal, Zinc finger, CCHC-type, NFACT, RNA-binding domain, -
snap-445_pilon-processed-gene-28.88	0.550481593646717	GO:0003676	S1 RNA binding domain	S1 domain
maker-445_pilon-snap-gene-31.5	NA	GO:0030246|GO:0006486|GO:0016020|GO:0016758	Galactoside-binding lectin, Galactosyltransferase	Galectin, carbohydrate recognition domain, Glycosyl transferase, family 31
snap-445_pilon-processed-gene-33.69	0.631697885728741	GO:0016209|GO:0016491|GO:0051920	AhpC/TSA family, C-terminal domain of 1-Cys peroxiredoxin	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant, Peroxiredoxin, C-terminal
maker-445_pilon-snap-gene-33.30	NA	GO:0030247	Wall-associated receptor kinase galacturonan-binding, Wall-associated receptor kinase C-terminal	Wall-associated receptor kinase, galacturonan-binding domain, Wall-associated receptor kinase, C-terminal
augustus_masked-445_pilon-processed-gene-33.3	0.277051100938436	GO:0006886|GO:0031267	Importin-beta N-terminal domain	Importin-beta, N-terminal domain
maker-445_pilon-augustus-gene-34.104	NA	GO:0008168	Methyltransferase domain	Methyltransferase type 11
augustus-445_pilon-processed-gene-38.111	NA	GO:0007165|GO:0004672|GO:0005524|GO:0006468	NAF domain, Protein kinase domain	NAF domain, Protein kinase domain
snap_masked-445_pilon-processed-gene-41.0	0.53175332244166	GO:0001522|GO:0003723|GO:0009451|GO:0009982	tRNA pseudouridine synthase	Pseudouridine synthase I, TruA, alpha/beta domain
maker-445_pilon-snap-gene-44.19	NA	GO:0003700|GO:0006355	bZIP transcription factor	Basic-leucine zipper domain
maker-445_pilon-snap-gene-45.20	NA	GO:0004252|GO:0016020	Rhomboid family	Peptidase S54, rhomboid domain
snap-445_pilon-processed-gene-46.56	0.334670954197663	GO:0007165|GO:0004672|GO:0005524|GO:0006468	NAF domain, Protein kinase domain	NAF domain, Protein kinase domain
maker-445_pilon-snap-gene-49.84	NA	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-445_pilon-snap-gene-49.88	NA	GO:0005524|GO:0016301|GO:0003735|GO:0005840|GO:0006412	Zeta toxin, Ribosomal protein S19	Zeta toxin domain, Ribosomal protein S19/S15
maker-445_pilon-augustus-gene-51.39	NA	GO:0003677|GO:0005634|GO:0006302|GO:0006310	DNA double-strand break repair and V(D)J recombination protein XRCC4	DNA repair protein XRCC4
maker-445_pilon-snap-gene-51.160	1.7795103610614	GO:0004867|GO:0009611	Potato inhibitor I family	Proteinase inhibitor I13, potato inhibitor I
maker-445_pilon-snap-gene-53.71	0.39354483753452	GO:0005515	FHA domain	Forkhead-associated (FHA) domain
maker-445_pilon-snap-gene-56.84	NA	GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	Zinc finger, CCCH-type
augustus_masked-445_pilon-processed-gene-64.12	0.238095253934794	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-445_pilon-augustus-gene-76.22	NA	GO:0005515	Ankyrin repeat, Zinc finger, C3HC4 type (RING finger)	Ankyrin repeat, -
snap-445_pilon-processed-gene-96.91	NA	GO:0005515	CCT motif	CCT domain
maker-445_pilon-snap-gene-106.8	0.446052158700094	GO:0006508|GO:0008236|GO:0004222	Peptidase family S41, Peptidase family M50, PDZ domain	Tail specific protease, Peptidase M50, PDZ domain 6
augustus_masked-445_pilon-abinit-gene-107.61	3.75501422975739	GO:0005515	F-box associated domain, F-box domain	F-box associated domain, type 3, F-box domain
maker-445_pilon-snap-gene-107.66	0.534875544945662	GO:0006629	C2 domain, Lipase (class 3)	C2 domain, Fungal lipase-like domain
maker-445_pilon-snap-gene-109.26	0.94373699711974	GO:0004499|GO:0050660|GO:0050661	Flavin-binding monooxygenase-like	Flavin monooxygenase-like
maker-445_pilon-snap-gene-111.49	NA	GO:0005524	TCP-1/cpn60 chaperonin family	Chaperonin Cpn60/GroEL/TCP-1 family
maker-445_pilon-snap-gene-113.137	NA	GO:0016020	Serine incorporator (Serinc)	Serine incorporator/TMS membrane protein
augustus-445_pilon-processed-gene-114.94	0.538002676005399	GO:0006355|GO:0043565	GATA zinc finger	Zinc finger, GATA-type
maker-445_pilon-snap-gene-135.60	NA	GO:0005509	EF-hand domain pair	EF-hand domain
maker-920_pilon-snap-gene-8.76	0.555826195255024	GO:0008017|GO:0005515	con80 domain of Katanin, WD domain, G-beta repeat	Katanin p80 subunit, C-terminal, WD40 repeat
snap-920_pilon-processed-gene-10.69	0.591465529605836	GO:0007165|GO:0004672|GO:0005524|GO:0006468	NAF domain, Protein kinase domain	NAF domain, Protein kinase domain
augustus-920_pilon-processed-gene-28.175	0.441667607544933	GO:0005524	ABC transporter	ABC transporter-like, ATP-binding domain
maker-920_pilon-augustus-gene-32.145	NA	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-920_pilon-snap-gene-56.8	NA	GO:0003735|GO:0005840|GO:0006412	Ribosomal protein S15	Ribosomal protein S15
augustus_masked-920_pilon-processed-gene-57.18	1.79433889446346	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-263_pilon-augustus-gene-22.67	0.851036890718874	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-263_pilon-snap-gene-25.97	0.295151783558065	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-263_pilon-snap-gene-29.7	NA	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase, Protein of unknown function (DUF1221)	Serine-threonine/tyrosine-protein kinase, catalytic domain, Domain of unknown function DUF1221
snap_masked-263_pilon-processed-gene-33.10	0.424655273461016	GO:0006629	Cytochrome b5-like Heme/Steroid binding domain, Fatty acid desaturase	Cytochrome b5-like heme/steroid binding domain, Fatty acid desaturase domain
snap_masked-263_pilon-processed-gene-33.31	1.05420823763076	GO:0005975	Glycosyl hydrolases family 18	Glycoside hydrolase family 18, catalytic domain
maker-519_pilon-augustus-gene-2.28	0.241950908878471	GO:0005515	Kelch motif, Galactose oxidase, central domain	Kelch repeat type 1, -
snap-519_pilon-processed-gene-2.91	0.418417222541726	GO:0005515	F-box domain, Galactose oxidase, central domain	F-box domain, -
maker-519_pilon-snap-gene-3.144	NA	GO:0006355|GO:0043565|GO:0005515	GATA zinc finger, tify domain, CCT motif	Zinc finger, GATA-type, Tify domain, CCT domain
maker-717_pilon-augustus-gene-11.16	1.03982765713083	GO:0015031|GO:0016020	SCAMP family	SCAMP
maker-717_pilon-snap-gene-15.71	0.412834253449412	GO:0003676|GO:0004519|GO:0006308	S1/P1 Nuclease	S1/P1 nuclease
maker-73566_pilon-snap-gene-0.372	1.22527483334901	GO:0016651|GO:0048038|GO:0051287	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	NADH-quinone oxidoreductase, subunit D
maker-73566_pilon-snap-gene-0.369	0.864243276093306	GO:0016651|GO:0048038|GO:0051287	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	NADH-quinone oxidoreductase, subunit D
maker-991_pilon-snap-gene-0.42	NA	GO:0006400|GO:0016763	Queuine tRNA-ribosyltransferase	tRNA-guanine(15) transglycosylase-like
maker-991_pilon-augustus-gene-2.2	NA	GO:0006629	Patatin-like phospholipase	Patatin-like phospholipase domain
augustus-991_pilon-processed-gene-8.122	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-991_pilon-snap-gene-8.81	0.503937082754469	GO:0004553|GO:0005975	Glycosyl hydrolase family 9	Glycoside hydrolase family 9
maker-991_pilon-augustus-gene-8.168	0.9339777785095	GO:0004553|GO:0071704	Cellulase (glycosyl hydrolase family 5)	Glycoside hydrolase, family 5
snap-382_pilon-processed-gene-2.30	1.63976556785201	GO:0005515	Ubiquitin-conjugating enzyme, F-box-like	Ubiquitin-conjugating enzyme E2, F-box domain
augustus_masked-591_pilon-processed-gene-0.17	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
augustus_masked-591_pilon-processed-gene-1.33	0.319270884081791	GO:0003677|GO:0008270	A20-like zinc finger, AN1-like Zinc finger	Zinc finger, A20-type, Zinc finger, AN1-type
maker-265679_pilon-snap-gene-0.4	NA	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
snap-71536_pilon-processed-gene-0.3	NA	GO:0003700|GO:0006355|GO:0043565	WRKY DNA -binding domain	WRKY domain
maker-72237_pilon-snap-gene-0.15	0.475090179326339	GO:0016740	PMR5 N terminal Domain, GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	Trichome birefringence-like, N-terminal domain, PC-Esterase
